교육청명,교육지원청명,유치원명,설립유형,대표자명,원장명,설립일,개원일,주소,전화번호,팩스번호,홈페이지,운영시간,만3세학급수,만4세학급수,만5세학급수,혼합학급수,특수학급수,인가총정원수,3세정원수,4세정원수,5세정원수,혼합정원수,특수학급정원수,만3세원아수,만4세원아수,만5세원아수,혼합원아수,특수원아수,위도,경도
경기도교육청,수원교육지원청,예그린유치원,사립(사인),윤미혜,윤미혜,20130304,20130304,경기도 수원시 팔달구 권광로276번길 8,031-213-6938, ,https://cafe.naver.com/yegreen96,0730시0730분~1900시1900분,1,0,0,1,0,92,18,0,0,22,0,5,0,0,5,0,37.2711084949682,127.036467587768
경기도교육청,수원교육지원청,예랑유치원,사립(사인),성백우,성혜경,19950301,19950301,경기도 수원시 권선구 권중로 110,031-238-6222,031-238-6223, ,0900시0900분~1930시1930분,3,3,2,0,0,200,50,52,52,0,0,47,50,51,0,0,37.2501786468844,127.027845947804
경기도교육청,수원교육지원청,예원유치원,사립(사인),홍순례,홍순례,20131107,20140301,경기도 수원시 권선구 오목천로57번길 52-1,031-291-7901,031-291-7902, ,0900시0900분~1900시1900분,2,2,1,0,0,154,36,44,26,0,0,27,30,19,0,0,37.2424883439825,126.967992562123
경기도교육청,수원교육지원청,예은숲유치원,사립(사인),이진숙,이진숙,19940302,19940302,경기도 수원시 영통구 동탄원천로 1035,031-216-7702,031-212-9535,http://www.yeaeunkid.co.kr,0740시0740분~1830시1830분,0,1,1,1,0,115,0,22,26,16,0,0,17,10,6,0,37.2650273168097,127.049825263203
경기도교육청,수원교육지원청,예인유치원,사립(사인),김석기,추이호,20031112,20040304,경기도 수원시 장안구 만석로20번길 38,031-252-2126,031-252-2138, ,0930시0930분~1900시1900분,3,2,2,0,0,190,54,44,52,0,0,44,46,30,0,0,37.2936384934301,126.984855134733
경기도교육청,수원교육지원청,오목초등학교병설유치원,공립(병설),곽희옥,곽희옥,20000317,20000317,경기도 수원시 권선구 오목천로 24,031-293-0029, , ,0900시0900분~1900시1900분,0,0,0,1,0,18,0,0,0,18,0,0,0,0,5,0,37.2390743244173,126.965294504097
경기도교육청,수원교육지원청,우리유치원,사립(사인),한태숙,한성숙,19950929,19950929,경기도 수원시 영통구 권선로803번길 32-7,031-236-6062,031-221-1335,https://woori.kidsnote.ac/,0800시0800분~1900시1900분,3,3,3,0,0,286,54,66,78,0,0,45,45,64,0,0,37.2569724789659,127.040216640054
경기도교육청,수원교육지원청,원일초등학교병설유치원,공립(병설),이혜정,이혜정,19990115,20000310,경기도 수원시 영통구 중부대로448번길 84,031-216-8744, ,http://wonil.es.kr/smain.html,0900시0900분~1800시1800분,0,0,0,1,0,18,0,0,0,18,0,0,0,0,8,0,37.2677977507,127.0602570064
경기도교육청,수원교육지원청,율전초등학교병설유치원,공립(병설),최봉철,최봉철,20090221,20090305,경기도 수원시 장안구 율전로 113,031-296-9058,031-296-9056,http://www.yuljeon.es.kr,1330시1330분~1700시1700분,0,0,0,1,0,20,0,0,0,20,0,0,0,0,7,0,37.2999060568,126.9691962737
경기도교육청,수원교육지원청,율현초등학교병설유치원,공립(병설),홍우승,홍우승,20010521,20010521,경기도 수원시 팔달구 정자천로32번길 55,031-227-0923,031-227-0925,http://www.youlhyun.es.kr,0800시0800분~1900시1900분,0,1,1,0,0,44,0,20,24,0,0,0,7,10,0,0,37.2872282819749,126.982894917142
경기도교육청,수원교육지원청,은정유치원,사립(사인),안선자,안선자,20100226,20100226,경기도 수원시 권선구 경수대로302번길 29,031-239-9809,031-239-9808, ,0800시0800분~1830시1830분,1,2,1,1,0,110,16,48,26,16,0,10,21,20,13,0,37.2528126158395,127.02359243516
경기도교육청,수원교육지원청,이야기나무유치원,사립(사인),이경향,이경향,20121129,20130301,경기도 수원시 영통구 영통로 281,031-203-3211,031-8031-6171, ,0900시0900분~1830시1830분,3,2,2,1,0,170,54,44,50,22,0,54,44,42,22,0,37.2519311438301,127.060194866975
경기도교육청,수원교육지원청,이오에스유치원,사립(사인),김생규,김생규,20040901,20040901,경기도 수원시 영통구 청명북로 6,031-203-8205,031-205-8206,http://eoskids.com/,0750시0750분~1900시1900분,3,2,2,0,0,233,54,44,52,0,0,53,37,45,0,0,37.2519930339758,127.079209697715
경기도교육청,수원교육지원청,이의초등학교병설유치원,공립(병설),이옥경,이옥경,20111001,20111001,경기도 수원시 영통구 법조로150번길 47,031-8006-1875,031-8006-1809,https://eui-e.goesw.kr/,1300시1300분~1800시1800분,0,0,0,1,0,20,0,0,0,20,0,0,0,0,9,0,37.2930768618,127.0756893572
경기도교육청,수원교육지원청,이지유치원,사립(사인),박수진,박수진,20131118,20140301,경기도 수원시 권선구 곡반정로 72-5,0312232626,031-223-3626, ,0730시0730분~1900시1900분,4,3,2,0,0,192,72,66,54,0,0,72,66,54,0,0,37.2352324966141,127.02986630136
경기도교육청,수원교육지원청,인계초등학교병설유치원,공립(병설),신춘재,신춘재,19820308,19820308,경기도 수원시 팔달구 장다리로245번길 12,031-232-9317,031-239-7366,http://www.ingyue.es.kr,1300시1300분~1900시1900분,0,0,0,1,0,20,0,0,0,20,0,0,0,0,7,0,37.2726494672,127.0255781579
경기도교육청,수원교육지원청,일월초등학교병설유치원,공립(병설),장진화,장진화,20000301,20000301,경기도 수원시 권선구 일월천로16번길 27,031-298-4330,031-298-4304,http://ilwol.es.kr/smain.html,0900시0900분~1900시1900분,0,0,0,1,0,20,0,0,0,20,0,0,0,0,5,0,37.2842855812398,126.974782136347
경기도교육청,수원교육지원청,입북초등학교병설유치원,공립(병설),심영섭,심영섭,20040301,20040301,경기도 수원시 권선구 율전로 10,031-294-4925,031-294-4987,https://ipbuk-e.goesw.kr/,0830시0830분~1900시1900분,0,0,1,1,0,38,0,0,24,14,0,0,0,9,4,0,37.2948245612595,126.960145235014
경기도교육청,수원교육지원청,잠원초등학교병설유치원,공립(병설),우정태,우정태,20020306,20020306,경기도 수원시 영통구 태장로54번길 11,070-5151-5695,031-273-0902,https://jamwon-e.goesw.kr/index.do,0900시0900분~1700시1700분,0,0,1,0,0,24,0,0,24,0,0,0,0,14,0,0,37.2387302610713,127.052521217082
경기도교육청,수원교육지원청,정천초등학교병설유치원,공립(병설),한미선,한미선,20030305,20030305,경기도 수원시 장안구 화산로 83,031-294-4265,031-294-4264,https://jungchun-e.goesw.kr/index.do,1300시1300분~1900시1900분,0,0,1,0,0,24,0,0,24,0,0,0,0,23,0,0,37.2912379489,126.9827546553
경기도교육청,수원교육지원청,조은유치원,사립(사인),조은옥,정수영,19990922,19990922,경기도 수원시 장안구 경수대로976번길 22,031-251-4070, ,https://joeunkid99.kidsnote.ac,0800시0800분~1900시1900분,3,2,2,0,0,235,48,44,48,0,0,47,44,48,0,0,37.3067835992461,127.010593902369
경기도교육청,수원교육지원청,중앙기독유치원,사립(법인),이재희,이재희,19940514,19940514,경기도 수원시 영통구 월드컵로 70,070-7018-1351,031-215-7500,http://suwoncca.kg.kr/,0800시0800분~1700시1700분,1,3,4,0,1,240,18,64,94,0,4,18,64,94,0,4,37.2759921913035,127.058042158487
경기도교육청,수원교육지원청,지동초등학교병설유치원,공립(병설),장준걸,장준걸,19810310,19810310,경기도 수원시 팔달구 중부대로 67,031-251-8385, , ,0900시0900분~1900시1900분,1,1,1,0,0,58,14,20,24,0,0,5,3,20,0,0,37.276831291741,127.024969533222
경기도교육청,수원교육지원청,진아유치원,사립(사인),박동진,최효정,19980226,19980226,경기도 수원시 영통구 덕영대로1555번길 59,031-203-5656, , ,0800시0800분~1900시1900분,3,2,2,1,0,280,54,44,52,22,0,54,40,52,22,0,37.2489052428799,127.061434520017
경기도교육청,수원교육지원청,창용초등학교병설유치원,공립(병설),이점미,이점미,19850301,19850301,경기도 수원시 장안구 광교산로140번길 8,031-257-9534,031-244-3145,http://www.changyong.es.kr/,0830시0830분~1700시1700분,0,0,0,1,0,18,0,0,0,18,0,0,0,0,15,0,37.2989506938,127.030888862
경기도교육청,수원교육지원청,창의나라유치원,사립(사인),이기우,이기우,20030731,20030901,경기도 수원시 장안구 정자천로134번길 38,031-207-3211-3,031-207-3214,http://www.crenara.co.kr,0800시0800분~1900시1900분,6,5,4,0,0,300,98,104,98,0,0,97,104,99,0,0,37.2917190867992,126.992073876487
경기도교육청,수원교육지원청,천천초등학교병설유치원,공립(병설),정은영,정은영,20020306,20020301,경기도 수원시 장안구 정자로42번길 17,031-269-4087,031-269-4088,www.cheon.es.kr,0900시0900분~1700시1700분,0,0,0,1,0,20,0,0,0,20,0,0,0,0,3,0,37.3005836834,126.982581323
경기도교육청,수원교육지원청,청명초등학교병설유치원,공립(병설),이종례,이종례,19980302,19980302,경기도 수원시 영통구 봉영로1744번길 41,031-204-3601, , ,1300시1300분~1900시1900분,0,0,0,1,0,20,0,0,0,20,0,0,0,0,10,0,37.2656305854,127.0851741211
경기도교육청,수원교육지원청,초록별유치원,사립(사인),이성복,이성복,19960530,19960530,경기도 수원시 권선구 권중로 136,031-224-0160,031-224-0177, ,0750시0750분~1900시1900분,2,2,2,0,0,157,32,44,52,0,0,29,44,52,0,0,37.2485291204054,127.031256534235
경기도교육청,수원교육지원청,칠보초등학교병설유치원,공립(병설),이예순,이예순,19850301,19850301,경기도 수원시 권선구 금호로37번길 15,031-290-2570,031-291-2003,https://suwonchilbo-e.goesw.kr/index.do,0830시0830분~1900시1900분,0,0,0,1,0,18,0,0,0,18,0,0,0,0,3,0,37.2698639804895,126.955375589693
경기도교육청,수원교육지원청,큰나래유치원,공립(단설),이미애,이미애,20140301,20140301,경기도 수원시 영통구 광교로42번길 22,031-690-7300,031-214-4634,https://knr-k.goesw.kr/ ,0800시0800분~1900시1900분,4,4,4,0,3,244,56,80,96,0,12,42,60,62,0,11,37.2858340154547,127.041102198331
경기도교육청,수원교육지원청,큰별유치원,사립(사인),최은순,최은순,20000306,20000306,경기도 수원시 장안구 금당로38번길 52,031-255-1572,031-255-0055,http://www.bigstarkids.co.kr,0800시0800분~1830시1830분,1,1,2,2,0,134,18,22,52,40,0,18,22,52,40,0,37.3014595172501,127.015734896892
경기도교육청,수원교육지원청,큰솔유치원,사립(사인),양희수,양희수,20121101,20130301,경기도 수원시 권선구 서둔로 191,031-295-5858,031-295-5857,https://cafe.naver.com/keunsolkindergarten,0800시0800분~1900시1900분,3,3,3,0,0,211,54,66,78,0,0,54,64,69,0,0,37.2684460570202,126.979820933787
경기도교육청,수원교육지원청,탑동초등학교병설유치원,공립(병설),김경섭,김경섭,19990901,19990901,경기도 수원시 권선구 탑동로 55,031-8061-8427,031-296-6237,www.topdong.es.kr,1300시1300분~1700시1700분,0,0,0,1,0,20,0,0,0,20,0,0,0,0,4,0,37.2737632294,126.9732055139
경기도교육청,수원교육지원청,태장초등학교병설유치원,공립(병설),안혜경,안혜경,19820306,19820306,경기도 수원시 영통구 태장로71번길 30,031-204-0120,031-204-2083, ,0900시0900분~1900시1900분,2,1,1,0,1,76,28,20,24,0,4,20,17,21,0,4,37.2408718048762,127.054625353738
경기도교육청,수원교육지원청,파라다이스유치원,사립(사인),박인원,이명주,20100311,20100311,경기도 수원시 권선구 삼천병마로1597번길 26,031-295-7411,031-295-5131, ,0730시0730분~1900시1900분,2,2,3,0,0,270,54,88,69,0,0,22,38,54,0,0,37.2449795626617,126.962749031773
경기도교육청,수원교육지원청,파란꿈아트팜숲유치원,사립(사인),김미정,김순옥,20120531,20120601,경기도 수원시 장안구 수일로233번길 72,031-243-3211,031-243-3212,https://www.parankkum.kg.kr,0800시0800분~1900시1900분,2,4,3,0,0,255,36,88,78,0,0,35,68,55,0,0,37.3070201063719,127.01903242528
경기도교육청,수원교육지원청,파장유치원,공립(단설),박미선,박미선,20090301,20090301,경기도 수원시 장안구 경수대로1081번길 32-9,031-269-1932,031-269-1941,http://pajang-k.goesw.kr,0800시0800분~1900시1900분,1,2,1,0,2,86,14,40,24,0,8,12,26,24,0,6,37.3089629444184,126.992356475168
경기도교육청,수원교육지원청,팔달초등학교병설유치원,공립(병설),이근연,이근연,20090829,20090829,경기도 수원시 팔달구 권광로367번길 22,031-217-3982, ,http://www.paldal.or.kr/wah/main/index.htm,1330시1330분~1900시1900분,0,0,0,1,0,18,0,0,0,18,0,0,0,0,4,0,37.2794817688133,127.035744623218
경기도교육청,수원교육지원청,푸른하늘유치원,사립(사인),최배석,최선희,20040301,20040301,경기도 수원시 권선구 노림로6번길 15-10,031-292-3353, , ,0900시0900분~1900시1900분,6,4,4,0,0,309,108,88,94,0,0,106,88,93,0,0,37.2668830815435,126.955571873903
경기도교육청,수원교육지원청,하나린유치원,사립(사인),하용웅,심혜숙,20121113,20130301,경기도 수원시 권선구 수인로192번길 66,0312913004, , ,0800시0800분~1830시1830분,3,3,1,0,0,260,54,66,26,0,0,43,49,15,0,0,37.2799630192676,126.980205644826
경기도교육청,수원교육지원청,하늘유치원,사립(사인),변미옥 변석,조명옥,20151111,20160303,경기도 수원시 권선구 금곡로102번길 56,031-291-3500,031-293-6500,http://www.하늘유치원.com,0800시0800분~1900시1900분,4,4,3,0,0,392,64,88,87,0,0,57,65,60,0,0,37.2717246805496,126.94149532281
경기도교육청,수원교육지원청,학촌유치원,사립(사인),장민자,장민자,19940214,19940214,경기도 수원시 권선구 권중로11번길 11,031-237-4834,031-225-7576,https://hakchon.kidsnote.ac,0800시0800분~1900시1900분,3,4,3,0,0,260,54,88,80,0,0,53,88,75,0,0,37.2563741968634,127.033595802149
경기도교육청,수원교육지원청,한누리유치원,공립(단설),전영로,전영로,20150511,20150901,경기도 수원시 영통구 창룡대로256번길 14,031-214-5905,031-214-5908,http://hannuri-k.goesw.kr,0800시0800분~1900시1900분,5,4,3,0,4,222,66,73,67,0,16,66,59,55,0,15,37.29472577165528,127.03747056094583
경기도교육청,수원교육지원청,한일초등학교병설유치원,공립(병설),박희철,박희철,19990115,19990911,경기도 수원시 장안구 수일로 150,031-258-6194,031-258-6198,https://hanil-e.goesw.kr,1300시1300분~1900시1900분,0,0,0,1,0,58,0,0,0,20,0,0,0,0,2,0,37.3070972415619,127.005812244566
경기도교육청,수원교육지원청,해담유치원,사립(사인),여운성,최혜영,20131101,20140305,경기도 수원시 권선구 당진로 11,031-419-5656,031-419-5654, ,0730시0730분~1830시1830분,3,2,2,0,0,176,54,44,50,0,0,42,44,45,0,0,37.2900916776088,126.940223617576
경기도교육청,수원교육지원청,해들유치원,사립(사인),허만,허만,20141119,20150302,경기도 수원시 영통구 월드컵로82번길 24,031-548-2240,070-4032-7200,http://www.haedle.kg.kr,0800시0800분~1800시1800분,5,4,3,0,0,346,97,92,80,0,0,97,92,80,0,0,37.2752979031259,127.056057496477
경기도교육청,수원교육지원청,해밀유치원,사립(사인),박노정,안응자,19940228,19940228,경기도 수원시 영통구 동탄원천로1109번길 42,031-214-8375,031-214-8376, ,0800시0800분~1900시1900분,1,0,0,1,0,150,15,0,0,15,0,8,0,0,7,0,37.2713682831182,127.056660767151
경기도교육청,수원교육지원청,햇님유치원,사립(사인),이영숙,이영숙,19880826,19880826,경기도 수원시 권선구 세지로27번길 24-18,031-232-9434,031-236-4741, ,0900시0900분~1800시1800분,0,1,0,0,0,80,0,22,0,0,0,0,8,0,0,0,37.2558554783602,127.014873247814
경기도교육청,수원교육지원청,행복나무유치원,사립(사인),백선현,백승주,20150917,20160301,경기도 수원시 팔달구 화양로24번길 3,031-253-7071,031-253-8081, ,0800시0800분~1930시1930분,2,1,1,0,0,90,16,15,15,0,0,14,7,13,0,0,37.2806308850804,126.997729403128
경기도교육청,수원교육지원청,화서초등학교병설유치원,공립(병설),오은희,오은희,19870306,19870306,경기도 수원시 팔달구 팔달로127번길 54-11,031-256-4881,031-241-3857,swhwaseo.es.kr,1300시1300분~1900시1900분,1,1,1,0,0,58,14,20,24,0,0,4,6,10,0,0,37.2814058953,127.0000276323
경기도교육청,수원교육지원청,화홍초등학교병설유치원,공립(병설),장미자,장미자,19810310,19810310,경기도 수원시 팔달구 수성로258번길 70,031-241-6449, , ,0900시0900분~1900시1900분,0,0,0,1,0,24,0,0,0,20,0,0,0,0,6,0,37.2870242174861,127.002893792679
경기도교육청,수원교육지원청,황곡초등학교병설유치원,공립(병설),박은숙,박은숙,19971229,19971229,경기도 수원시 영통구 영통로 518,031-204-2036,031-203-2035,hgok.es.kr,0900시0900분~1900시1900분,1,1,1,0,0,64,14,20,24,0,0,8,11,13,0,0,37.2655422873,127.0782962339
경기도교육청,수원교육지원청,효동초등학교병설유치원,공립(병설),허미숙,허미숙,20020301,20020301,경기도 수원시 영통구 매탄로126번길 27,031-217-6318,031-217-6308,https://hyodong-e.goesw.kr/,0900시0900분~1900시1900분,0,0,0,1,0,18,0,0,0,18,0,0,0,0,7,0,37.2625121605,127.0457443727
경기도교육청,수원교육지원청,효정초등학교병설유치원,공립(병설),이상수,이상수,20130301,20130301,경기도 수원시 권선구 동수원로285번길 5,031-233-4688,031-233-4683,www.hyojeong.es.kr,0900시0900분~1900시1900분,0,0,0,1,0,20,0,0,0,20,0,0,0,0,2,0,37.2544038795,127.0352345925
경기도교육청,수원교육지원청,효천초등학교병설유치원,공립(병설),채규조,채규조,20010901,20011005,경기도 수원시 장안구 천천로21번길 11,031-269-0978,031-269-0976,홈페이지https://hyochun-e.goesw.kr,0900시0900분~1800시1800분,0,0,0,1,0,20,0,0,0,20,0,0,0,0,8,0,37.2934653707,126.9869173774
경기도교육청,수원교육지원청,효탑초등학교병설유치원,공립(병설),박노은,박노은,20050301,20050301,경기도 수원시 권선구 효탑로16번길 17,031-294-8164,031-294-8164,https://hyotap-e.goesw.kr/hyotap-e/main.do,0900시0900분~1730시1730분,0,0,0,1,0,18,0,0,0,18,0,0,0,0,9,0,37.2664927499,126.9765510215
경기도교육청,수원교육지원청,희망뜰유치원,사립(사인),한창호,양세자,19890901,19890901,경기도 수원시 권선구 세지로66번길 7-16,031-232-4597, ,https://blog.naver.com/heemang-2015,0810시0810분~1830시1830분,2,1,2,0,0,164,36,44,52,0,0,15,16,38,0,0,37.2582983678667,127.018211174484
경기도교육청,시흥교육지원청,HJ프라임유치원,사립(사인),강광석,이미진,20080205,20080205,경기도 시흥시 대골안길 26-1,031-314-3344,031-311-3342,https://cafe.naver.com/igrow3344,0730시0730분~2000시2000분,1,1,1,0,0,90,18,22,26,0,0,13,14,26,0,0,37.447142999696,126.789028713185
경기도교육청,시흥교육지원청,검바위초등학교병설유치원,공립(병설),윤현,윤현,20040301,20040301,경기도 시흥시 수인로3247번길 59,031-503-1521,031-404-1106,www.kumbawi.es.kr,0900시0900분~1900시1900분,0,0,0,1,1,18,0,0,0,14,4,0,0,0,8,2,37.43265886,126.7984951053
경기도교육청,시흥교육지원청,계수초등학교병설유치원,공립(병설),양동준,양동준,19840910,19840910,경기도 시흥시 계수로 203,031-8044-4570,031-311-6202, ,0900시0900분~1700시1700분,0,0,0,1,0,18,0,0,0,3,0,0,0,0,3,0,37.4534274033093,126.819992222991
경기도교육청,시흥교육지원청,군자유치원,사립(사인),최세희,이혜경,19970307,19970307,경기도 시흥시 군자로533번길 21,031-495-7336,031-495-7337,http://cafe.naver.com/kunjakids,0800시0800분~1830시1830분,1,1,1,0,0,174,18,22,26,0,0,4,11,20,0,0,37.3446229470769,126.786518504875
경기도교육청,시흥교육지원청,궁전유치원,사립(사인),이경숙,이경숙,19980306,19980306,경기도 시흥시 정왕천로411번길 51,031-499-7330,031-499-7303, ,0730시0730분~1900시1900분,2,2,2,0,0,279,36,48,52,0,0,14,29,27,0,0,37.3470400490922,126.747189303365
경기도교육청,시흥교육지원청,꿈나래유치원,사립(사인),신경숙,신경숙,20050316,20050316,경기도 시흥시 장곡로70번길 7-3,031-435-3344,031-435-3346,http://www.dreamnare.com/,0900시0900분~1800시1800분,2,2,3,0,0,176,37,44,78,0,0,37,44,78,0,0,37.3801574645325,126.780689682335
경기도교육청,시흥교육지원청,냉정초등학교병설유치원,공립(병설),차옥화,차옥화,20110305,20110305,경기도 시흥시 역전로 369,031-8042-0702,031-432-7909,http://naengjung.es.kr/,0900시0900분~1900시1900분,0,0,0,1,0,18,0,0,0,18,0,0,0,0,5,0,37.357378867,126.7351252305
경기도교육청,시흥교육지원청,다원유치원,사립(사인),안종민,안지혜,20030108,20030301,경기도 시흥시 정왕천로375번길 19,031-434-2336,031-434-2338, ,0730시0730분~1900시1900분,3,5,5,0,0,391,50,90,110,0,0,46,75,94,0,0,37.3426358805193,126.747602327708
경기도교육청,시흥교육지원청,등밭유치원,사립(사인),송명숙,송명숙,19990123,19990123,경기도 시흥시 은행로 280,031-318-7337,031-318-7336, ,0800시0800분~1900시1900분,3,3,2,0,0,185,54,66,52,0,0,57,66,48,0,0,37.4425907442656,126.797401931849
경기도교육청,시흥교육지원청,매화유치원,사립(법인),기독교대한감리회유지재단,이숙영,19830420,19830420,경기도 시흥시 매화1로 5,031-313-8039,031-313-4039,https://www.m-kids.net/,0730시0730분~1930시1930분,2,1,1,0,0,120,28,16,24,0,0,17,13,21,0,0,37.4152601231129,126.81404724008
경기도교육청,시흥교육지원청,모아유치원,사립(사인),임민순,임민순,20100108,20100301,경기도 시흥시 승지로 104,031-317-9001,031-624-5997,https://cafe.naver.com/moaucw,0800시0800분~1800시1800분,2,3,4,0,0,290,36,66,104,0,0,36,66,104,0,0,37.372771085032,126.811641183949
경기도교육청,시흥교육지원청,목감초등학교병설유치원,공립(병설),주민성,주민성,19990301,19990301,경기도 시흥시 목감초등길 49,070-7097-1557,031-403-7088,https://mokgam-e.goesh.kr/,0900시0900분~1900시1900분,0,0,0,1,0,20,0,0,0,20,0,0,0,0,7,0,37.38700145,126.8585340323
경기도교육청,시흥교육지원청,배곧누리유치원,공립(단설),천순옥,천순옥,20170901,20170901,경기도 시흥시 배곧5로 65-9,031-319-4368,031-319-4335,https://baegotnuri-k.goesh.kr/,0800시0800분~1900시1900분,2,2,2,0,0,116,28,40,48,0,0,23,36,28,0,0,37.3832878862,126.7336855483
경기도교육청,시흥교육지원청,배곧누리초등학교병설유치원,공립(병설),이세경,이세경,20170413,20190301,경기도 시흥시 해송십리로 472-30,031-8063-2990,031-506-8699,http://www.baegotnuri.es.kr/,1300시1300분~1900시1900분,1,1,1,0,2,66,14,20,24,0,8,0,10,8,0,7,37.382765301,126.7320930648
경기도교육청,시흥교육지원청,배곧라온초등학교병설유치원,공립(병설),이찬희,이찬희,20180301,20180301,경기도 시흥시 배곧4로 94-39,031-8032-6573, ,http://www.baegotraon.es.kr/,0900시0900분~1900시1900분,1,1,1,0,0,58,14,20,24,0,0,13,13,10,0,0,37.3725906865,126.7351729765
경기도교육청,시흥교육지원청,배곧새봄유치원,공립(단설),이원숙,이원숙,20200301,20200301,경기도 시흥시 배곧4로 94-15,031-364-2602,031-364-2669,https://baegotsaebom-k.goesh.kr,0750시0750분~1900시1900분,5,4,4,0,1,246,70,80,96,0,4,67,69,88,0,2,37.3731724471,126.7333550699
경기도교육청,시흥교육지원청,배곧유치원,공립(단설),강성영,강성영,20160509,20160509,경기도 시흥시 배곧4로 44-8,031-499-3923,031-319-4209,https://baegot-k.goesh.kr,0800시0800분~1900시1900분,3,3,3,0,2,174,41,57,70,0,6,40,44,70,0,6,37.3759486254,126.7292668254
경기도교육청,시흥교육지원청,배곧초록유치원,공립(단설),남선미,남선미,20200301,20200301,경기도 시흥시 배곧1로 28-11,031-364-6100,031-364-6196,http://bggreen.kg.kr/,0800시0800분~1900시1900분,5,4,4,0,3,246,70,80,96,0,12,66,77,88,0,11,37.3604832908016,126.711824618511
경기도교육청,시흥교육지원청,배곧한울초등학교병설유치원,공립(병설),민윤,민윤,20170904,20170904,경기도 시흥시 배곧1로 28-25,031-412-4395,031-434-1120,http://bg-hanul.es.kr/,1300시1300분~1900시1900분,0,0,0,1,0,18,0,0,0,18,0,0,0,0,8,0,37.3604913199291,126.712940402358
경기도교육청,시흥교육지원청,배곧해솔초등학교병설유치원,공립(병설),조영원,조영원,20180301,20180301,경기도 시흥시 서울대학로 150-17,031-8063-7890,031-8063-7879,http://bg-haesol.es.kr,0800시0800분~1900시1900분,1,1,1,0,0,56,14,20,24,0,0,8,8,11,0,0,37.3605495653,126.7180891864
경기도교육청,시흥교육지원청,보람유치원,사립(사인),신서호,최효숙,19970324,19970324,경기도 시흥시 정왕천로408번길 19,031-432-7979,031-431-2207,http://www.boramkid.or.kr,0740시0740분~1840시1840분,3,4,3,0,0,377,54,88,78,0,0,38,73,73,0,0,37.3433947377021,126.753705980324
경기도교육청,시흥교육지원청,빛가람유치원,공립(단설),우자영,우자영,20210801,20210908,경기도 시흥시 장현장곡로 37,031-363-1700, ,http://bgr.kg.kr/,0800시0800분~1900시1900분,3,4,4,0,2,218,41,76,92,0,9,41,75,91,0,9,37.3804968804034,126.792673896735
경기도교육청,시흥교육지원청,산현유치원,공립(단설),김애경,김애경,20210301,20210301,경기도 시흥시 목감둘레로 59-4,031-405-3115,031-405-3118,https://sanhyun-k.goesh.kr,0800시0800분~1900시1900분,6,5,4,0,1,356,84,100,96,0,4,74,84,73,0,4,37.3728784291,126.8486978708
경기도교육청,시흥교육지원청,산현초등학교병설유치원,공립(병설),이순철,이순철,20180301,20180301,경기도 시흥시 목감남서로 68,031-8040-6570,031-8040-6599,http://san-hyeon.es.kr,1300시1300분~1900시1900분,0,1,1,0,0,29,0,14,15,0,0,0,14,15,0,0,37.3749118269,126.8448462182
경기도교육청,시흥교육지원청,생금초등학교병설유치원,공립(병설),장종복,장종복,20140301,20140301,경기도 시흥시 죽율로 45-42 (죽율동),070-7016-3070,031-498-1751,http://www.saenggeum.es.kr,0830시0830분~1900시1900분,0,0,1,1,0,38,0,0,24,14,0,0,0,9,2,0,37.35041360652861,126.75758340673893
경기도교육청,시흥교육지원청,서촌초등학교병설유치원,공립(병설),이정설,이정설,19990301,19990302,경기도 시흥시 정왕대로118번길 27,070-7014-4085,031-433-0035,https://sechon-e.goesh.kr/sechon-e/main.do,1300시1300분~1700시1700분,0,0,1,1,0,38,0,0,24,14,0,0,0,11,10,0,37.3492910054,126.7273751404
경기도교육청,시흥교육지원청,서해초등학교병설유치원,공립(병설),이재화,이재화,20090310,20090310,경기도 시흥시 정왕대로53번길 14,031-504-8810, ,http://sohae.es.kr,0900시0900분~1900시1900분,0,0,0,1,0,58,0,0,0,18,0,0,0,0,8,0,37.3561249679,126.7247264351
경기도교육청,시흥교육지원청,세종유치원,사립(사인),김정자,서하아,19991206,19991206,경기도 시흥시 인선길 56,031-504-0101,031-504-0105,http://sejong504.kidsnote.ac,0800시0800분~1900시1900분,2,2,1,0,0,114,36,44,26,0,0,36,44,19,0,0,37.3775640960328,126.782447530781
경기도교육청,시흥교육지원청,소래초등학교병설유치원,공립(병설),김현주,김현주,19810302,19810302,경기도 시흥시 호현로27번길 14,070-7097-1679,031-312-5272,https://sorae-e.goesh.kr/,0900시0900분~1900시1900분,0,0,0,1,1,18,0,0,0,14,4,0,0,0,6,2,37.4439597173,126.7844499771
경기도교육청,시흥교육지원청,소망유치원,사립(사인),윤석철,윤영순,19910618,19910618,경기도 시흥시 대골안길 26-10,031-311-3210,031-311-3393, ,0730시0730분~1930시1930분,2,2,1,0,0,160,36,44,26,0,0,31,44,26,0,0,37.4475455259336,126.788665958747
경기도교육청,시흥교육지원청,송운초등학교병설유치원,공립(병설),이은호,이은호,20090301,20090301,경기도 시흥시 옥구천동로 433-25,031-500-0670,031-433-3304,http://www.songwoon.es.kr/,1300시1300분~1730시1730분,0,0,1,0,1,24,0,0,20,0,4,0,0,12,0,1,37.3601555395,126.7303332133
